anomaly_id,anomaly_category,anomaly_type,station_names,affected_feature,severity,affected_rows,event_start,event_end
EVT_5CD7BD9D,SENSOR_FAULT,GRADUAL_DRIFT,Coimbatore / Peelamedu,avg_temp,MEDIUM,7,,
EVT_1BFDC3E7,SENSOR_FAULT,GRADUAL_DRIFT,Sundernagar / Sundarnagar,avg_temp,MEDIUM,8,,
EVT_F36A4233,TRANSMISSION_GLITCH,MISSING_RECORD,Patiala,entire_record,MEDIUM,2,2025-01-13,2025-01-14
EVT_33B4CABB,TRANSMISSION_GLITCH,MISSING_RECORD,Mandi,entire_record,MEDIUM,3,2023-06-04,2023-06-06
EVT_0E13D9ED,TRANSMISSION_GLITCH,MISSING_RECORD,Coimbatore / Peelamedu,entire_record,MEDIUM,1,2024-11-10,2024-11-10
EVT_3C5DD381,TRANSMISSION_GLITCH,MISSING_RECORD,Ambala,entire_record,MEDIUM,1,2022-10-29,2022-10-29
EVT_02E844AF,TRANSMISSION_GLITCH,MISSING_RECORD,Cochin Int. Airport / Kaladi,entire_record,MEDIUM,2,2022-09-21,2022-09-22
EVT_3CA0B529,TRANSMISSION_GLITCH,MISSING_RECORD,Chandigarh / Surajpur,entire_record,MEDIUM,2,2023-04-29,2023-04-30
EVT_47834ACE,TRANSMISSION_GLITCH,MISSING_RECORD,Una,entire_record,MEDIUM,2,2021-12-22,2021-12-23
EVT_FC5589C9,TRANSMISSION_GLITCH,MISSING_RECORD,Mandi,entire_record,MEDIUM,3,2024-03-14,2024-03-16
EVT_FDDCFB81,TRANSMISSION_GLITCH,MISSING_RECORD,Ludhiana,entire_record,MEDIUM,3,2021-09-05,2021-09-07
EVT_1BB12114,TRANSMISSION_GLITCH,MISSING_RECORD,Mandi,entire_record,MEDIUM,1,2022-07-10,2022-07-10
EVT_10F4FE7F,TRANSMISSION_GLITCH,MISSING_RECORD,Mandi,entire_record,MEDIUM,3,2021-01-12,2021-01-14
EVT_315E323B,TRANSMISSION_GLITCH,MISSING_RECORD,Bikaner,entire_record,MEDIUM,3,2021-01-10,2021-01-12
EVT_F8E43728,TRANSMISSION_GLITCH,MISSING_RECORD,Una,entire_record,MEDIUM,2,2023-08-13,2023-08-14
EVT_9ACEEA51,TRANSMISSION_GLITCH,MISSING_RECORD,Una,entire_record,MEDIUM,1,2021-07-19,2021-07-19
EVT_860D4553,TRANSMISSION_GLITCH,MISSING_RECORD,Shimla / Kanda,entire_record,MEDIUM,2,2025-01-17,2025-01-18
EVT_EE346012,TRANSMISSION_GLITCH,MISSING_RECORD,Thrissur,entire_record,MEDIUM,1,2021-11-28,2021-11-28
EVT_6AA96A13,TRANSMISSION_GLITCH,MISSING_RECORD,Patiala,entire_record,MEDIUM,2,2023-04-21,2023-04-22
EVT_B7BE8EEA,TRANSMISSION_GLITCH,MISSING_RECORD,Car Nicobar,entire_record,MEDIUM,1,2022-06-24,2022-06-24
EVT_E79994AE,TRANSMISSION_GLITCH,MISSING_RECORD,Ambala,entire_record,MEDIUM,3,2021-01-06,2021-01-08
EVT_B4F335B3,TRANSMISSION_GLITCH,MISSING_RECORD,Patiala,entire_record,MEDIUM,2,2021-11-21,2021-11-22
EVT_965192B9,TRANSMISSION_GLITCH,MISSING_RECORD,Coimbatore / Peelamedu,entire_record,MEDIUM,1,2021-05-24,2021-05-24
EVT_636DCAC5,TRANSMISSION_GLITCH,MISSING_RECORD,Chandigarh / Surajpur,entire_record,MEDIUM,1,2021-09-21,2021-09-21
EVT_F80AD94E,TRANSMISSION_GLITCH,MISSING_RECORD,Ambala,entire_record,MEDIUM,2,2022-11-26,2022-11-27
EVT_E7F5FF00,TRANSMISSION_GLITCH,MISSING_RECORD,Mandi,entire_record,MEDIUM,2,2021-09-24,2021-09-25
EVT_C4820FE6,TRANSMISSION_GLITCH,MISSING_RECORD,Ludhiana,entire_record,MEDIUM,2,2021-06-26,2021-06-27
EVT_3A363842,TRANSMISSION_GLITCH,MISSING_RECORD,Bikaner,entire_record,MEDIUM,1,2024-04-14,2024-04-14
EVT_DD063437,TRANSMISSION_GLITCH,MISSING_RECORD,Bikaner,entire_record,MEDIUM,1,2024-09-20,2024-09-20
EVT_A5D6C6E1,TRANSMISSION_GLITCH,MISSING_RECORD,Cochin Int. Airport / Kaladi,entire_record,MEDIUM,1,2023-03-01,2023-03-01
EVT_8B2670C2,TRANSMISSION_GLITCH,MISSING_RECORD,Palakkad,entire_record,MEDIUM,3,2023-07-08,2023-07-10
EVT_5C5BD21A,TRANSMISSION_GLITCH,MISSING_RECORD,Mandi,entire_record,MEDIUM,2,2024-12-31,2025-01-01
EVT_6B03CFF6,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,8,,
EVT_44852400,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,6,,
EVT_726D0239,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,8,,
EVT_F71867D0,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,4,,
EVT_D9FC2C3D,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Mandi,Shimla / Kanda,Sundernagar / Sundarnagar,Una",avg_temp,HIGH,12,,
EVT_9AE63387,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",avg_temp,HIGH,16,,
EVT_228A34D8,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,4,,
EVT_4B2E418A,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Mandi,Shimla / Kanda,Sundernagar / Sundarnagar,Una",avg_temp,HIGH,16,,
EVT_3907DC46,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",avg_temp,HIGH,8,,
EVT_7B54F30B,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",avg_temp,HIGH,16,,
EVT_4F090B74,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",avg_temp,HIGH,11,,
EVT_E8905B94,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",avg_temp,HIGH,16,,
EVT_6FD11F15,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,8,,
EVT_3F4D6573,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,8,,
EVT_62FE90E6,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",avg_temp,HIGH,8,,
EVT_B28E7CD7,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",avg_temp,HIGH,6,,
EVT_38FA49BE,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Bikaner,Car Nicobar",avg_temp,HIGH,6,,
EVT_FA2B8788,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",avg_temp,HIGH,12,,
EVT_ACAEC5C0,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",avg_temp,HIGH,8,,
EVT_A3211CF8,GENUINE_EVENT,REGIONAL_HEAT_EVENT,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",avg_temp,HIGH,8,,
EVT_9250C94E,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Mandi,Shimla / Kanda,Sundernagar / Sundarnagar,Una",air_pressure,HIGH,8,,
EVT_6AA9D631,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,16,,
EVT_8DDEADAB,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,8,,
EVT_A92E19C0,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Mandi,Shimla / Kanda,Sundernagar / Sundarnagar,Una",air_pressure,HIGH,12,,
EVT_243F5357,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,12,,
EVT_0F9DBD35,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Bikaner,Car Nicobar",air_pressure,HIGH,4,,
EVT_77857B21,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",air_pressure,HIGH,14,,
EVT_9461B567,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Mandi,Shimla / Kanda,Sundernagar / Sundarnagar,Una",air_pressure,HIGH,4,,
EVT_4C14E939,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,12,,
EVT_E9000298,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Bikaner,Car Nicobar",air_pressure,HIGH,4,,
EVT_CAA8E869,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Bikaner,Car Nicobar",air_pressure,HIGH,4,,
EVT_646CAB7B,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Bikaner,Car Nicobar",air_pressure,HIGH,4,,
EVT_BD9668CA,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Mandi,Shimla / Kanda,Sundernagar / Sundarnagar,Una",air_pressure,HIGH,12,,
EVT_9B361BEA,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,12,,
EVT_17A24DE3,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,8,,
EVT_51EA48DC,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Ambala,Chandigarh / Surajpur,Ludhiana,Patiala",air_pressure,HIGH,10,,
EVT_E239C139,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Bikaner,Car Nicobar",air_pressure,HIGH,4,,
EVT_D7AAA5C7,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Bikaner,Car Nicobar",air_pressure,HIGH,8,,
EVT_D2117EBC,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,9,,
EVT_1E70AF3C,GENUINE_EVENT,REGIONAL_PRESSURE_DROP,"Cochin Int. Airport / Kaladi,Coimbatore / Peelamedu,Palakkad,Thrissur",air_pressure,HIGH,8,,
